CustomerID,Customer Name,Phone Number,Website URL,Delivery Address Line 1,Delivery Address Line 2,Delivery Postal Code,City,StateProvinceCode,StateProvinceName,Sales Territory,Longitude,Latitude
1034,"Aishwarya Dantuluri","(209) 555-0100","http://www.microsoft.com/","Suite 13","1167 Femke Lane","90735","Biggs","CA","California","Far West",-121.7127513,39.4123876
91,"Tailspin Toys (Alstead, NH)","(603) 555-0100","http://www.tailspintoys.com/Alstead","Suite 50","520 Walkky Boulevard","90073","Alstead","NH","New Hampshire","New England",-72.3606431,43.1489663
1030,"Chompoo Atitarn","(603) 555-0100","http://www.microsoft.com/","Unit 16","1605 Anuj Avenue","90794","Ashland","NH","New Hampshire","New England",-71.6306325,43.6953512
85,"Tailspin Toys (Andrix, CO)","(303) 555-0100","http://www.tailspintoys.com/Andrix","Shop 173","1155 Antunes Crescent","90653","Andrix","CO","Colorado","Rocky Mountain",-103.1927114,37.2794624
199,"Tailspin Toys (Antonito, CO)","(303) 555-0100","http://www.tailspintoys.com/Antonito","Shop 109","487 Rusl Street","90346","Antonito","CO","Colorado","Rocky Mountain",-106.0086329,37.079179
161,"Tailspin Toys (Aspen Park, CO)","(303) 555-0100","http://www.tailspintoys.com/AspenPark","Unit 227","1611 Alfred Lane","90644","Aspen Park","CO","Colorado","Rocky Mountain",-105.2947148,39.539155
509,"Wingtip Toys (Bergen Park, CO)","(303) 555-0100","http://www.wingtiptoys.com/BergenPark","Unit 234","1737 Cheema Avenue","90278","Bergen Park","CO","Colorado","Rocky Mountain",-105.3616598,39.6913769
589,"Wingtip Toys (Alcester, SD)","(605) 555-0100","http://www.wingtiptoys.com/Alcester","Shop 273","631 Valbe Boulevard","90797","Alcester","SD","South Dakota","Plains",-96.6308708,43.0213783
892,"Bahaar Asef zade","(225) 555-0100","http://www.microsoft.com/BahaarAsefzade/","Shop 30","1759 Srbova Crescent","90557","Alden Bridge","LA","Louisiana","Southeast",-93.720178,32.7751427
913,"Violetta KlanCisar","(225) 555-0100","http://www.microsoft.com/ViolettaKlanCisar/","Shop 25","130 Molnar Avenue","90777","Bayou Cane","LA","Louisiana","Southeast",-90.7512023,29.624102
174,"Tailspin Toys (Astor Park, FL)","(239) 555-0100","http://www.tailspintoys.com/AstorPark","Unit 37","440 Spousta Street","90179","Astor Park","FL","Florida","Southeast",-81.5720175,29.1535911
854,"Daakshaayaani Kommineni","(239) 555-0100","http://www.microsoft.com/DaakshaayaaniKommineni/","Unit 14","987 Nadar Boulevard","90760","Bakers Mill","FL","Florida","Southeast",-82.939302,30.5796601
44,"Tailspin Toys (Amanda Park, WA)","(206) 555-0100","http://www.tailspintoys.com/AmandaPark","Unit 117","254 Celmina Street","90258","Amanda Park","WA","Washington","Far West",-123.8860114,47.4631419
125,"Tailspin Toys (Annamoriah, WV)","(304) 555-0100","http://www.tailspintoys.com/Annamoriah","Unit 280","1394 Ankitham Crescent","90485","Annamoriah","WV","West Virginia","Southeast",-81.227061,38.9406392
155,"Tailspin Toys (Arbor Vitae, WI)","(262) 555-0100","http://www.tailspintoys.com/ArborVitae","Suite 45","234 Benda Crescent","90333","Arbor Vitae","WI","Wisconsin","Great Lakes",-89.6634802,45.9205077
178,"Tailspin Toys (Armstrong Creek, WI)","(262) 555-0100","http://www.tailspintoys.com/ArmstrongCreek","Suite 139","902 Rozitis Crescent","90397","Armstrong Creek","WI","Wisconsin","Great Lakes",-88.4462301,45.6582937
148,"Tailspin Toys (Baraboo, WI)","(262) 555-0100","http://www.tailspintoys.com/Baraboo","Unit 170","1951 Rozitis Lane","90165","Baraboo","WI","Wisconsin","Great Lakes",-89.7442907,43.4710944
423,"Wingtip Toys (Baldwin City, KS)","(316) 555-0100","http://www.wingtiptoys.com/BaldwinCity","Unit 30","295 Rosberg Avenue","90351","Baldwin City","KS","Kansas","Plains",-95.1863603,38.775007
889,"Sointu Savonheimo","(701) 555-0100","http://www.microsoft.com/SointuSavonheimo/","Suite 9","1606 Lill Avenue","90328","Argusville","ND","North Dakota","Plains",-96.9345275,47.0521927
42,"Tailspin Toys (Arietta, NY)","(212) 555-0100","http://www.tailspintoys.com/Arietta","Unit 61","474 Tran Lane","90124","Arietta","NY","New York","Mideast",-74.5176433,43.246181
427,"Wingtip Toys (Athol Springs, NY)","(212) 555-0100","http://www.wingtiptoys.com/AtholSprings","Shop 205","840 Rezaei Lane","90285","Athol Springs","NY","New York","Mideast",-78.8664229,42.769781
526,"Wingtip Toys (Beekmantown, NY)","(212) 555-0100","http://www.wingtiptoys.com/Beekmantown","Unit 152","285 Kovacevic Boulevard","90800","Beekmantown","NY","New York","Mideast",-73.4920802,44.7708742
81,"Tailspin Toys (Big Moose, NY)","(212) 555-0100","http://www.tailspintoys.com/BigMoose","Suite 157","274 Poddar Lane","90798","Big Moose","NY","New York","Mideast",-74.9151774,43.8183991
490,"Wingtip Toys (Beals, ME)","(207) 555-0100","http://www.wingtiptoys.com/Beals","Shop 61","327 Trivedi Lane","90772","Beals","ME","Maine","New England",-67.6149935,44.5198009
981,"Mahmut ozbek","(339) 555-0100","http://www.microsoft.com/Mahmutozbek/","Unit 5","662 Ornlamai Boulevard","90358","Bernardston","MA","Massachusetts[E]","New England",-72.5495336,42.6709176
443,"Wingtip Toys (Berville, MI)","(231) 555-0100","http://www.wingtiptoys.com/Berville","Unit 38","824 Padilla Crescent","90628","Berville","MI","Michigan","Great Lakes",-82.8829846,42.9083621
440,"Wingtip Toys (Asher, OK)","(405) 555-0100","http://www.wingtiptoys.com/Asher","Suite 121","1277 Almeida Street","90683","Asher","OK","Oklahoma","Southwest",-96.9474152885,34.9934707006
433,"Wingtip Toys (Balko, OK)","(405) 555-0100","http://www.wingtiptoys.com/Balko","Shop 262","430 Paulet Crescent","90584","Balko","OK","Oklahoma","Southwest",-100.708656688,36.6339746006
425,"Wingtip Toys (Bethel Acres, OK)","(405) 555-0100","http://www.wingtiptoys.com/BethelAcres","Shop 203","631 Zahradnicek Avenue","90530","Bethel Acres","OK","Oklahoma","Southwest",-97.0493628885,35.3126284006
864,"Mikhail Degtyarev","(218) 555-0100","http://www.microsoft.com/MikhailDegtyarev/","Unit 3","411 Ganguly Lane","90307","Beaver Bay","MN","Minnesota","Plains",-91.3004437,47.2577003
143,"Tailspin Toys (Ashtabula, OH)","(216) 555-0100","http://www.tailspintoys.com/Ashtabula","Shop 237","612 Gill Crescent","90119","Ashtabula","OH","Ohio","Great Lakes",-80.7898089,41.8650534
1036,"Erik Malk","(406) 555-0100","http://www.microsoft.com/","Suite 18","923 Gilbert Avenue","90538","Basin","MT","Montana","Rocky Mountain",-112.2636205,46.2713177
15,"Tailspin Toys (Batson, TX)","(210) 555-0100","http://www.tailspintoys.com/Batson","Shop 124","671 Mudigonda Boulevard","90631","Batson","TX","Texas","Southwest",-94.6071417,30.2493767
857,"Clarissa Manfrin","(210) 555-0100","http://www.microsoft.com/ClarissaManfrin/","Shop 17","298 Benipal Road","90714","Ben Arnold","TX","Texas","Southwest",-96.988043,30.9637973
410,"Wingtip Toys (Bernstein, TX)","(210) 555-0100","http://www.wingtiptoys.com/Bernstein","Shop 130","1921 Bose Boulevard","90314","Bernstein","TX","Texas","Southwest",-101.3571044,36.3941959
578,"Wingtip Toys (Bell Acres, PA)","(215) 555-0100","http://www.wingtiptoys.com/BellAcres","Suite 8","1761 Nastase Avenue","90526","Bell Acres","PA","Pennsylvania","Mideast",-80.1664479,40.5900673
492,"Wingtip Toys (Birds, IL)","(217) 555-0100","http://www.wingtiptoys.com/Birds","Shop 146","520 Matos Lane","90393","Birds","IL","Illinois","Great Lakes",-87.6678032,38.8369899
12,"Tailspin Toys (Biscay, MN)","(218) 555-0100","http://www.tailspintoys.com/Biscay","Suite 67","413 Keskkula Lane","90054","Biscay","MN","Minnesota","Plains",-94.2749801,44.8274625
402,"Wingtip Toys (Black Lick, PA)","(215) 555-0100","http://www.wingtiptoys.com/BlackLick","Shop 64","581 Koppel Lane","90477","Black Lick","PA","Pennsylvania","Mideast",-79.1997569,40.4792348
840,"Rodrigo Figueiredo","(803) 555-0100","http://www.microsoft.com/RodrigoFigueiredo/","Unit 23","1155 Kanepa Road","90331","Blackville","SC","South Carolina","Southeast",-81.2706606,33.3579297
818,"Liia Orav","(252) 555-0100","http://www.microsoft.com/LiiaOrav/","Unit 16","1077 Gunes Boulevard","90489","Bladenboro","NC","North Carolina","Southeast",-78.7875209,34.5387799
495,"Wingtip Toys (Boalsburg, PA)","(215) 555-0100","http://www.wingtiptoys.com/Boalsburg","Suite 185","122 ozcan Lane","90247","Boalsburg","PA","Pennsylvania","Mideast",-77.7924992,40.7756184
905,"Sara Huiting","(218) 555-0100","http://www.microsoft.com/SaraHuiting/","Shop 30","1476 Poddar Lane","90490","Bock","MN","Minnesota","Plains",-93.5569028,45.7849627
474,"Wingtip Toys (Bokeelia, FL)","(239) 555-0100","http://www.wingtiptoys.com/Bokeelia","Shop 102","1019 Hoa Avenue","90757","Bokeelia","FL","Florida","Southeast",-82.1589815,26.7056266
960,"Edgar Jogi","(209) 555-0100","http://www.microsoft.com/EdgarJogi/","Shop 6","1317 Desforges Street","90451","Bombay Beach","CA","California","Far West",-115.7297152,33.3508667
485,"Wingtip Toys (Bonner Springs, KS)","(316) 555-0100","http://www.wingtiptoys.com/BonnerSprings","Suite 14","1632 Bose Street","90715","Bonner Springs","KS","Kansas","Plains",-94.8835754,39.059726
405,"Wingtip Toys (Bourbonnais, IL)","(217) 555-0100","http://www.wingtiptoys.com/Bourbonnais","Suite 139","510 Dumina Boulevard","90582","Bourbonnais","IL","Illinois","Great Lakes",-87.8750429,41.1416991
558,"Wingtip Toys (Bourneville, OH)","(216) 555-0100","http://www.wingtiptoys.com/Bourneville","Unit 10","158 Lieu Lane","90164","Bourneville","OH","Ohio","Great Lakes",-83.1565742,39.2820094
8,"Tailspin Toys (Bow Mar, CO)","(303) 555-0100","http://www.tailspintoys.com/BowMar","Shop 282","752 Shaker Doust Boulevard","90484","Bow Mar","CO","Colorado","Rocky Mountain",-105.0499841,39.628321
955,"Raghu Sandhu","(240) 555-0100","http://www.microsoft.com/RaghuSandhu/","Suite 22","459 Popov Lane","90305","Bowleys Quarters","MD","Maryland","Mideast",-76.3902375,39.3353857
27,"Tailspin Toys (Bowlus, MN)","(218) 555-0100","http://www.tailspintoys.com/Bowlus","Shop 13","575 Pandit Crescent","90703","Bowlus","MN","Minnesota","Plains",-94.4094468,45.8194098
1056,"Kalyani Benjaree","(212) 555-0100","http://www.microsoft.com/","Shop 20","429 Viljo Lane","90650","Bowmansville","NY","New York","Mideast",-78.6847515,42.9383918
33,"Tailspin Toys (Boyden Arbor, SC)","(803) 555-0100","http://www.tailspintoys.com/BoydenArbor","Shop 151","799 Karnik Boulevard","90497","Boyden Arbor","SC","South Carolina","Southeast",-80.9456453,34.0240436
519,"Wingtip Toys (Boynton, OK)","(405) 555-0100","http://www.wingtiptoys.com/Boynton","Shop 23","710 Rahimi Avenue","90760","Boynton","OK","Oklahoma","Southwest",-95.6798780885,35.6526593006
412,"Wingtip Toys (Bozeman Hot Springs, MT)","(406) 555-0100","http://www.wingtiptoys.com/BozemanHotSprings","Suite 252","1639 Deb Lane","90708","Bozeman Hot Springs","MT","Montana","Rocky Mountain",-111.185003389,45.6661472137
817,"Agrita Kanepa","(201) 555-0100","http://www.microsoft.com/AgritaKanepa/","Unit 7","1482 Ibrahimagic Street","90215","Branchburg Park","NJ","New Jersey","Mideast",-74.6848824,40.5723251
508,"Wingtip Toys (Branson West, MO)","(314) 555-0100","http://www.wingtiptoys.com/BransonWest","Suite 173","1633 Sonkar Boulevard","90016","Branson West","MO","Missouri","Plains",-93.3693524,36.6970059
120,"Tailspin Toys (Bratenahl, OH)","(216) 555-0100","http://www.tailspintoys.com/Bratenahl","Unit 149","889 Usenuly Street","90154","Bratenahl","OH","Ohio","Great Lakes",-81.626238,41.5425502
970,"Isidora Urias","(239) 555-0100","http://www.microsoft.com/IsidoraUrias/","Suite 16","900 Cu Avenue","90239","Bratt","FL","Florida","Southeast",-87.4274794,30.9657386
1023,"Farzana Habibi","(219) 555-0100","http://www.microsoft.com/","Suite 12","430 Mina Street","90772","Brookville","IN","Indiana","Great Lakes",-85.0127376,39.4231065
544,"Wingtip Toys (Broomtown, AL)","(205) 555-0100","http://www.wingtiptoys.com/Broomtown","Unit 39","1028 Carrillo Boulevard","90717","Broomtown","AL","Alabama","Southeast",-85.5216276,34.3606453
187,"Tailspin Toys (Brown City, MI)","(231) 555-0100","http://www.tailspintoys.com/BrownCity","Suite 85","1297 Hrdlickova Boulevard","90503","Brown City","MI","Michigan","Great Lakes",-82.9896604,43.2122486
523,"Wingtip Toys (Bruceton Mills, WV)","(304) 555-0100","http://www.wingtiptoys.com/BrucetonMills","Shop 64","36 Klaus Boulevard","90269","Bruceton Mills","WV","West Virginia","Southeast",-79.6411594,39.6586918
915,"Ana Florea","(210) 555-0100","http://www.microsoft.com/AnaFlorea/","Shop 3","1898 Pokorna Boulevard","90140","Buchanan Lake Village","TX","Texas","Southwest",-98.4494766,30.8507331
198,"Tailspin Toys (Buell, MO)","(314) 555-0100","http://www.tailspintoys.com/Buell","Shop 35","804 Nantakarn Road","90113","Buell","MO","Missouri","Plains",-91.4390477,39.0342075
1024,"Arka Chatterjee","(303) 555-0100","http://www.microsoft.com/","Unit 13","1644 Archer Lane","90675","Byers","CO","Colorado","Rocky Mountain",-104.2277358,39.7113708
584,"Wingtip Toys (Cache, OK)","(405) 555-0100","http://www.wingtiptoys.com/Cache","Unit 250","75 Min Road","90770","Cache","OK","Oklahoma","Southwest",-98.6524571885,34.6334639006
437,"Wingtip Toys (Cadogan, PA)","(215) 555-0100","http://www.wingtiptoys.com/Cadogan","Shop 111","1266 Aggarwal Road","90357","Cadogan","PA","Pennsylvania","Mideast",-79.5811576,40.7539533
475,"Wingtip Toys (Cale, AR)","(479) 555-0100","http://www.wingtiptoys.com/Cale","Unit 12","1235 Oh Crescent","90643","Cale","AR","Arkansas","Southeast",-93.2404457,33.6262263
927,"Matyas Sedlar","(270) 555-0100","http://www.microsoft.com/MatyasSedlar/","Shop 31","603 Nechita Road","90609","Calvert City","KY","Kentucky","Southeast",-88.3500362,37.0333896
802,"Cosmina Vlad","(505) 555-0100","http://www.microsoft.com/CosminaVlad/","Suite 9","908 Nadar Lane","90602","Cañon","NM","New Mexico","Southwest",-106.735591,35.6569716
899,"Chin-Sun Chang","(605) 555-0100","http://www.microsoft.com/Chin-SunChang/","Suite 2","1417 Mercier Boulevard","90093","Capa","SD","South Dakota","Plains",-100.9781948,44.1088749
504,"Wingtip Toys (Cape Neddick, ME)","(207) 555-0100","http://www.wingtiptoys.com/CapeNeddick","Shop 186","1369 Atluri Crescent","90296","Cape Neddick","ME","Maine","New England",-70.6208862,43.1936986
137,"Tailspin Toys (Carbonville, UT)","(385) 555-0100","http://www.tailspintoys.com/Carbonville","Suite 272","931 Han Crescent","90339","Carbonville","UT","Utah","Rocky Mountain",-110.8343268,39.6199647
600,"Wingtip Toys (Caro, MI)","(231) 555-0100","http://www.wingtiptoys.com/Caro","Unit 159","489 Ganguly Road","90043","Caro","MI","Michigan","Great Lakes",-83.396897,43.4911322
906,"Ajitaab Pakalapati","(209) 555-0100","http://www.microsoft.com/AjitaabPakalapati/","Shop 11","1892 Clark Avenue","90494","Caruthers","CA","California","Far West",-119.8331965,36.5427271
180,"Tailspin Toys (Caselton, NV)","(702) 555-0100","http://www.tailspintoys.com/Caselton","Suite 206","1839 Hadrabova Crescent","90747","Caselton","NV","Nevada","Far West",-114.4852707,37.9191297
821,"Kwanjai Saowaluk","(787) 555-0100","http://www.microsoft.com/KwanjaiSaowaluk/","Shop 24","643 Logan Lane","90642","Cataño","PR","Puerto Rico (US Territory)","External",-66.1182218,18.4413351
1000,"Krishnam Allu","(405) 555-0100","http://www.microsoft.com/KrishnamAllu/","Unit 20","1253 Rahimi Lane","90495","Catesby","OK","Oklahoma","Southwest",-99.9866879885,36.4970385006
482,"Wingtip Toys (Caton, NY)","(212) 555-0100","http://www.wingtiptoys.com/Caton","Unit 122","1187 Baruah Crescent","90250","Caton","NY","New York","Mideast",-77.0277448,42.0561853
887,"Baran Jonsson","(458) 555-0100","http://www.microsoft.com/BaranJonsson/","Shop 9","1349 Lukstina Road","90119","Cave Junction","OR","Oregon","Far West",-123.6481235,42.1628912
501,"Wingtip Toys (Cavendish, VT)","(802) 555-0100","http://www.wingtiptoys.com/Cavendish","Shop 295","62 Berggren Road","90672","Cavendish","VT","Vermont","New England",-72.608149,43.3820171
831,"Bhaavan Rai","(308) 555-0100","http://www.microsoft.com/BhaavanRai/","Shop 28","387 Heikkinen Boulevard","90474","Chalco","NE","Nebraska","Plains",-96.1502969,41.1838878
547,"Wingtip Toys (Chaseley, ND)","(701) 555-0100","http://www.wingtiptoys.com/Chaseley","Suite 211","1666 Semjonov Lane","90066","Chaseley","ND","North Dakota","Plains",-99.8201206,47.4502759
862,"Lana Goransson","(212) 555-0100","http://www.microsoft.com/LanaGoransson/","Suite 27","1818 Buecek Boulevard","90239","Chateaugay","NY","New York","Mideast",-74.0796081,44.9264337
1012,"Urve Kasesalu","(319) 555-0100","http://www.microsoft.com/","Unit 17","987 Amarendra Road","90140","Cherokee","IA","Iowa","Plains",-95.551674,42.7494277
114,"Tailspin Toys (Cherry Grove Beach, SC)","(803) 555-0100","http://www.tailspintoys.com/CherryGroveBeach","Unit 9","406 Malakar Lane","90146","Cherry Grove Beach","SC","South Carolina","Southeast",-78.6427922,33.8273947
943,"Drazenka Jelic","(803) 555-0100","http://www.microsoft.com/DrazenkaJelic/","Unit 23","1577 Lam Lane","90577","Cherry Grove Beach","SC","South Carolina","Southeast",-78.6427922,33.8273947
577,"Wingtip Toys (Cherryplain, NY)","(212) 555-0100","http://www.wingtiptoys.com/Cherryplain","Shop 170","1688 Madhunapantula Avenue","90779","Cherryplain","NY","New York","Mideast",-73.3581648,42.6292474
417,"Wingtip Toys (Chetek, WI)","(262) 555-0100","http://www.wingtiptoys.com/Chetek","Shop 144","310 Benipal Lane","90193","Chetek","WI","Wisconsin","Great Lakes",-91.6510007,45.3141273
94,"Tailspin Toys (Cheyenne Wells, CO)","(303) 555-0100","http://www.tailspintoys.com/CheyenneWells","Unit 150","617 Pornpipatpong Lane","90449","Cheyenne Wells","CO","Colorado","Rocky Mountain",-102.3532435,38.8213951
966,"Sara Walkky","(303) 555-0100","http://www.microsoft.com/SaraWalkky/","Shop 29","934 Borgen Street","90192","Chipita Park","CO","Colorado","Rocky Mountain",-105.0066477,38.9244346
1020,"Hai Banh","(252) 555-0100","http://www.microsoft.com/","Shop 24","1983 Chandrakanta Street","90492","Claremont","NC","North Carolina","Southeast",-81.1461917,35.7145776
525,"Wingtip Toys (Claycomo, MO)","(314) 555-0100","http://www.wingtiptoys.com/Claycomo","Suite 255","1668 Nechita Boulevard","90501","Claycomo","MO","Missouri","Plains",-94.492453,39.202503
93,"Tailspin Toys (Clewiston, FL)","(239) 555-0100","http://www.tailspintoys.com/Clewiston","Suite 80","351 Lill Crescent","90354","Clewiston","FL","Florida","Southeast",-80.9336753,26.7542312
524,"Wingtip Toys (Cloquet, MN)","(218) 555-0100","http://www.wingtiptoys.com/Cloquet","Unit 271","336 Kasesalu Lane","90639","Cloquet","MN","Minnesota","Plains",-92.4593566,46.7216102
997,"Nada Ana Slosar","(239) 555-0100","http://www.microsoft.com/NadaAnaSlosar/","Unit 7","1746 Das Avenue","90389","Cloud Lake","FL","Florida","Southeast",-80.0739309,26.6761772
909,"Dena Glissen","(316) 555-0100","http://www.microsoft.com/DenaGlissen/","Unit 13","1331 Sen Street","90665","Coffeyville","KS","Kansas","Plains",-95.6163665,37.0373005
447,"Wingtip Toys (Coin, IA)","(319) 555-0100","http://www.wingtiptoys.com/Coin","Unit 133","1197 Nastase Avenue","90458","Coin","IA","Iowa","Plains",-95.2302597,40.6544393
73,"Tailspin Toys (Cokato, MN)","(218) 555-0100","http://www.tailspintoys.com/Cokato","Shop 194","591 Avotina Road","90311","Cokato","MN","Minnesota","Plains",-94.1899799,45.0757967
458,"Wingtip Toys (Coker, AL)","(205) 555-0100","http://www.wingtiptoys.com/Coker","Shop 23","1813 Koppel Crescent","90364","Coker","AL","Alabama","Southeast",-87.6877882,33.2459512
1043,"Raj Verma","(203) 555-0100","http://www.microsoft.com/","Shop 9","678 Sang Crescent","90799","Colebrook","CT","Connecticut","New England",-73.0956646,41.9895388
20,"Tailspin Toys (College Place, WA)","(206) 555-0100","http://www.tailspintoys.com/CollegePlace","Shop 151","1536 Bhutia Avenue","90050","College Place","WA","Washington","Far West",-118.3883012,46.0493026
419,"Wingtip Toys (Compass Lake, FL)","(239) 555-0100","http://www.wingtiptoys.com/CompassLake","Suite 150","1050 Tu Boulevard","90212","Compass Lake","FL","Florida","Southeast",-85.3927045,30.5926937
879,"Jitka Necesana","(212) 555-0100","http://www.microsoft.com/JitkaNecesana/","Suite 10","1511 Ilic Boulevard","90400","Conesus Lake","NY","New York","Mideast",-77.7135072,42.7756477
921,"Victoria Lacusta","(212) 555-0100","http://www.microsoft.com/VictoriaLacusta/","Suite 12","415 Omidzadeh Road","90632","Conewango","NY","New York","Mideast",-79.0311516,42.2386716
16,"Tailspin Toys (Coney Island, MO)","(314) 555-0100","http://www.tailspintoys.com/ConeyIsland","Suite 111","27 Vidovic Boulevard","90467","Coney Island","MO","Missouri","Plains",-93.3971299,36.5931192
579,"Wingtip Toys (Connoquenessing, PA)","(215) 555-0100","http://www.wingtiptoys.com/Connoquenessing","Suite 199","854 Kotadia Crescent","90775","Connoquenessing","PA","Pennsylvania","Mideast",-80.0142257,40.8178427
979,"Melani Ravlen","(405) 555-0100","http://www.microsoft.com/MelaniRavlen/","Unit 7","340 Lucchesi Street","90303","Cookietown","OK","Oklahoma","Southwest",-98.4771715885,34.2790367006
852,"Bhagavaan Atluri","(229) 555-0100","http://www.microsoft.com/BhagavaanAtluri/","Suite 16","1382 Wintle Road","90747","Coosa","GA","Georgia","Southeast",-85.3544002,34.2545377
1002,"Stefan Selezeanu","(212) 555-0100","http://www.microsoft.com/","Unit 2","1683 Zala Avenue","90053","Copake","NY","New York","Mideast",-73.5501211,42.1034238
454,"Wingtip Toys (Corcovado, PR)","(787) 555-0100","http://www.wingtiptoys.com/Corcovado","Suite 191","1924 Spousta Lane","90498","Corcovado","PR","Puerto Rico (US Territory)","External",-66.7762868,18.4585569
150,"Tailspin Toys (Corfu, NY)","(212) 555-0100","http://www.tailspintoys.com/Corfu","Suite 153","1989 Utjesenovic Road","90690","Corfu","NY","New York","Mideast",-78.4055767,42.9600595
1017,"David Novacek","(423) 555-0100","http://www.microsoft.com/","Shop 10","588 Danielle  Lane","90064","Corryton","TN","Tennessee","Southeast",-83.7824062,36.1536937
72,"Tailspin Toys (Cortaro, AZ)","(480) 555-0100","http://www.tailspintoys.com/Cortaro","Suite 231","1809 Ioveanu Lane","90351","Cortaro","AZ","Arizona","Southwest",-111.0884337,32.3561848
596,"Wingtip Toys (Cos Cob, CT)","(203) 555-0100","http://www.wingtiptoys.com/CosCob","Suite 283","1014 Wattanasin Avenue","90675","Cos Cob","CT","Connecticut","New England",-73.5995698,41.0334305
896,"Leonardo Folliero","(339) 555-0100","http://www.microsoft.com/LeonardoFolliero/","Unit 22","349 Berggren Street","90759","Cotuit","MA","Massachusetts[E]","New England",-70.4369703,41.6167766
876,"Marie LeBatelier","(210) 555-0100","http://www.microsoft.com/MarieLeBatelier/","Unit 19","1178 Persson Boulevard","90160","Coupland","TX","Texas","Southwest",-97.3886085,30.4599264
463,"Wingtip Toys (Cowlington, OK)","(405) 555-0100","http://www.wingtiptoys.com/Cowlington","Shop 57","521 Arslan Street","90524","Cowlington","OK","Oklahoma","Southwest",-94.7897384014,35.3058311009
868,"Laura Sykorova","(316) 555-0100","http://www.microsoft.com/LauraSykorova/","Shop 2","1225 Gormanston Boulevard","90608","Coyville","KS","Kansas","Plains",-95.8974859,37.6861525
