CustomerKey|GeographyKey|FirstName|MiddleName|LastName|BirthDate|MaritalStatus|Suffix|Title|EmailAddress|YearlyIncome|Education|Occupation|AddressLine1|AddressLine2|Phone|DateFirstPurchase|CustomerType|CompanyName
57|518|Michele|L|Nath|1953-04-03|M||Ms.|michele19@adventure-works.com|40000.0|Partial College|Skilled Manual|5464 Janin Pl.||1 (11) 500 555-0178|2001-08-29|Person|
58|646|Carl|J|Andersen|1953-10-12|M||Mr.|carl12@adventure-works.com|70000.0|Graduate Degree|Management|6930 Lake Nadine Place||1 (11) 500 555-0181|2001-08-25|Person|
59|628|Marc||Diaz|1954-04-27|M||Sr.|marc6@adventure-works.com|80000.0|Partial College|Skilled Manual|6645 Sinaloa||1 (11) 500 555-0149|2001-09-09|Person|
60|561|Ashlee|J|Andersen|1954-04-01|S||Ms.|ashlee19@adventure-works.com|80000.0|Partial College|Skilled Manual|8255 Highland Road||1 (11) 500 555-0112|2003-08-22|Person|
61|568|Jon|L|Zhou|1954-03-17|M||Mr.|jon28@adventure-works.com|80000.0|Partial College|Skilled Manual|6574 Hemlock Ave.||1 (11) 500 555-0174|2001-09-19|Person|
62|487|Todd|M|Gao|1954-02-27|M||Mr.|todd14@adventure-works.com|80000.0|Partial College|Skilled Manual|8808 Geneva Ave||1 (11) 500 555-0191|2001-09-13|Person|
63|536|Noah|D|Powell|1975-09-02|M||Mr.|noah5@adventure-works.com|40000.0|High School|Skilled Manual|9794 Marion Ct||767-555-0113|2003-07-11|Person|
64|677|Angela||Murphy|1975-04-07|S||Mrs.|angela41@adventure-works.com|40000.0|High School|Skilled Manual|4927 Virgil Street|# 21|451-555-0162|2003-07-16|Person|
65|475|Chase||Reed|1975-12-07|M||Mr.|chase21@adventure-works.com|40000.0|High School|Skilled Manual|2721 Alexander Pl.||892-555-0184|2003-07-29|Person|
66|643|Jessica||Henderson|1973-10-09|M||Mrs.|jessica29@adventure-works.com|60000.0|Partial College|Skilled Manual|9343 Ironwood Way||278-555-0186|2003-08-14|Person|
67|500|Grace|T|Butler|1973-11-27|M||Ms.|grace62@adventure-works.com|70000.0|Partial College|Professional|4739 Garden Ave.||712-555-0141|2003-12-02|Person|
68|535|Caleb|F|Carter|1976-09-25|S||Mr.|caleb40@adventure-works.com|60000.0|Partial College|Professional|9563 Pennsylvania Blvd.||944-555-0167|2004-02-19|Person|
69|568|Tiffany||Liang|1955-09-23|S||Mrs.|tiffany17@adventure-works.com|80000.0|High School|Skilled Manual|3608 Sinclair Avenue|# 701|1 (11) 500 555-0177|2003-11-01|Person|
70|487|Carolyn||Navarro|1955-09-21|S||Mrs.|carolyn30@adventure-works.com|80000.0|High School|Skilled Manual|4606 Springwood Court||1 (11) 500 555-0145|2001-10-18|Person|
71|699|Willie|T|Raji|1955-04-05|M||Sr.|willie40@adventure-works.com|80000.0|High School|Skilled Manual|6260 Vernal Drive||1 (11) 500 555-0151|2001-10-29|Person|
72|637|Linda||Serrano|1955-06-26|S||Ms.|linda31@adventure-works.com|80000.0|High School|Skilled Manual|9808 Shaw Rd.||1 (11) 500 555-0130|2003-09-02|Person|
73|554|Casey||Luo|1955-02-06|S||Ms.|casey6@adventure-works.com|80000.0|High School|Skilled Manual|9513 Roslyn Drive||1 (11) 500 555-0125|2001-10-01|Person|
74|553|Amy||Ye|1956-08-14|S||Mrs.|amy16@adventure-works.com|70000.0|High School|Skilled Manual|2262 Kirkwood Ct.||1 (11) 500 555-0185|2003-09-24|Person|
75|613|Levi|A|Arun|1956-08-28|S||Mr.|levi6@adventure-works.com|70000.0|High School|Skilled Manual|4661 Bluetail||1 (11) 500 555-0127|2003-09-24|Person|
76|425|Felicia|L|Jimenez|1957-11-16|S||Mrs.|felicia4@adventure-works.com|80000.0|High School|Professional|786 Eastgate Ave||1 (11) 500 555-0165|2001-10-29|Person|
77|706|Blake||Anderson|1957-07-13|S||Mr.|blake9@adventure-works.com|80000.0|High School|Professional|5436 Clear|# 101|1 (11) 500 555-0113|2001-10-22|Person|
78|510|Leah||Ye|1957-09-19|S||Mrs.|leah7@adventure-works.com|80000.0|High School|Professional|1291 Arguello Blvd.||1 (11) 500 555-0154|2001-10-16|Person|
79|467|Gina|E|Martin|1974-01-10|S||Mrs.|gina1@adventure-works.com|40000.0|High School|Professional|1349 Sol St.||196-555-0114|2003-08-19|Person|
80|632|Donald||Gonzalez|1959-03-11|S||Mr.|donald20@adventure-works.com|160000.0|Graduate Degree|Management|4236 Malibu Place||1 (11) 500 555-0137|2003-09-16|Person|
81|531|Damien||Chander|1959-07-17|M||Mr.|damien32@adventure-works.com|170000.0|Graduate Degree|Management|9941 Stonehedge Dr.||1 (11) 500 555-0111|2001-10-11|Person|
82|470|Savannah|C|Baker|1966-07-24|M||Ms.|savannah39@adventure-works.com|120000.0|Bachelors|Management|1210 Trafalgar Circle||478-555-0117|2003-08-16|Person|
83|631|Angela|L|Butler|1966-08-04|S||Mrs.|angela17@adventure-works.com|130000.0|Graduate Degree|Management|6040 Listing Ct||579-555-0195|2003-07-26|Person|
84|505|Alyssa|F|Cox|1966-03-15|M||Ms.|alyssa37@adventure-works.com|130000.0|Graduate Degree|Management|867 La Orinda Place||561-555-0140|2003-07-10|Person|
85|500|Lucas||Phillips|1957-09-12|S||Mr.|lucas7@adventure-works.com|80000.0|Partial High School|Skilled Manual|8668 St. Celestine Court||863-555-0172|2003-07-08|Person|
86|667|Emily||Johnson|1957-07-19|S||Ms.|emily1@adventure-works.com|60000.0|High School|Professional|7926 Stephanie Way||850-555-0184|2004-06-08|Person|
87|547|Ryan||Brown|1957-12-23|M||Mr.|ryan43@adventure-works.com|70000.0|Partial College|Professional|2939 Wesley Ct.||539-555-0198|2004-01-03|Person|
88|610|Tamara|L|Liang|1957-10-03|M||Mrs.|tamara6@adventure-works.com|70000.0|Partial College|Professional|3791 Rossmor Parkway||178-555-0152|2003-08-29|Person|
89|688|Hunter||Davis|1957-11-25|M||Mr.|hunter64@adventure-works.com|80000.0|Bachelors|Management|4308 Sand Pointe Lane||612-555-0141|2003-07-17|Person|
90|652|Abigail|M|Price|1957-02-05|S||Ms.|abigail25@adventure-works.com|80000.0|Bachelors|Management|2685 Blackburn Ct||532-555-0117|2003-07-02|Person|
91|653|Trevor||Bryant|1957-12-17|S||Sr.|trevor18@adventure-works.com|90000.0|Partial College|Professional|5781 Sharon Dr.||853-555-0174|2002-02-07|Person|
92|490|Dalton||Perez|1957-04-04|M||Mr.|dalton37@adventure-works.com|90000.0|Partial College|Professional|6083 San Jose||559-555-0115|2003-08-02|Person|
93|478|Cheryl|A|Diaz|1967-05-06|M||Mrs.|cheryl4@adventure-works.com|90000.0|Bachelors|Professional|7297 Kaywood Drive||1 (11) 500 555-0192|2001-10-09|Person|
94|706|Aimee|A|He|1967-09-10|M||Ms.|aimee13@adventure-works.com|100000.0|Graduate Degree|Management|1833 Olympic Drive||1 (11) 500 555-0161|2001-10-08|Person|
95|471|Cedric|W|Ma|1962-04-01|S||Mr.|cedric15@adventure-works.com|70000.0|Partial College|Skilled Manual|3407 Oak Brook Place||1 (11) 500 555-0115|2003-10-09|Person|
96|534|Chad||Kumar|1962-09-01|S||Mr.|chad9@adventure-works.com|70000.0|Partial College|Skilled Manual|1681 Lighthouse Way||1 (11) 500 555-0151|2001-10-02|Person|
97|669|Andrés||Anand|1962-08-10|M||Mr.|andrés18@adventure-works.com|60000.0|Bachelors|Professional|5423 Los Gatos Ct.||1 (11) 500 555-0184|2001-10-12|Person|
98|568|Edwin|R|Nara|1961-10-27|M||Mr.|edwin39@adventure-works.com|60000.0|Partial College|Skilled Manual|719 William Way||1 (11) 500 555-0112|2001-10-05|Person|
99|679|Mallory|S|Rubio|1961-05-01|S||Mrs.|mallory7@adventure-works.com|60000.0|Partial College|Skilled Manual|6452 Harris Circle||1 (11) 500 555-0157|2003-08-15|Person|
100|534|Adam||Ross|1961-03-08|M||Mr.|adam2@adventure-works.com|60000.0|Bachelors|Professional|4378 Westminster Place||1 (11) 500 555-0186|2001-10-08|Person|
101|613|Latasha|L|Navarro|1960-09-15|S||Mrs.|latasha10@adventure-works.com|60000.0|Partial College|Skilled Manual|6954 Ranch Road||1 (11) 500 555-0123|2001-10-17|Person|
102|471|Abby|L|Sai|1965-05-08|S||Mrs.|abby4@adventure-works.com|70000.0|Bachelors|Professional|7074 N. Spoonwood Court||1 (11) 500 555-0174|2001-10-30|Person|
103|558|Julia|L|Nelson|1965-04-21|S||Mrs.|julia7@adventure-works.com|80000.0|Bachelors|Professional|2196 Coat Ct.||1 (11) 500 555-0124|2004-01-17|Person|
104|473|Cassie||Chande|1964-10-17|S||Mrs.|cassie13@adventure-works.com|70000.0|Bachelors|Professional|9448 San Marino Ct.||1 (11) 500 555-0166|2001-10-16|Person|
105|487|Edgar|A|Sara|1964-03-11|M||Mr.|edgar11@adventure-works.com|70000.0|Bachelors|Professional|6127 Lilly Lane||1 (11) 500 555-0125|2001-11-04|Person|
106|509|Candace||Fernandez|1964-12-28|S||Ms.|candace15@adventure-works.com|70000.0|Bachelors|Professional|5029 Blue Ridge||1 (11) 500 555-0162|2001-11-14|Person|
107|568|Jessie||Liu|1964-09-11|S||Mr.|jessie9@adventure-works.com|70000.0|Bachelors|Professional|3063 Blue Jay Drive||1 (11) 500 555-0163|2001-11-18|Person|
108|554|Bianca||Lin|1959-09-09|M||Mrs.|bianca7@adventure-works.com|90000.0|Bachelors|Professional|7530 Eola||1 (11) 500 555-0121|2001-11-01|Person|
109|534|Kari|C|Alvarez|1963-07-14|S||Ms.|kari25@adventure-works.com|70000.0|Bachelors|Professional|9178 Thornhill Place||1 (11) 500 555-0169|2001-11-03|Person|
110|697|Ruben|D|Kapoor|1963-11-05|S||Mr.|ruben1@adventure-works.com|70000.0|Bachelors|Professional|1984 Glendale Circle||1 (11) 500 555-0132|2001-11-10|Person|
111|473|Curtis||Yang|1962-06-06|M||Mr.|curtis5@adventure-works.com|60000.0|Partial College|Skilled Manual|4052 Mt. Wilson Way||1 (11) 500 555-0127|2001-11-01|Person|
112|632|Meredith|T|Gutierrez|1962-02-23|M||Mrs.|meredith34@adventure-works.com|60000.0|Partial College|Skilled Manual|7610 Northridge Ct.||1 (11) 500 555-0179|2001-11-20|Person|
113|492|Crystal|C|Wang|1962-09-09|M||Mrs.|crystal3@adventure-works.com|60000.0|Partial College|Skilled Manual|2773 Kirkwood Dr||1 (11) 500 555-0134|2001-11-25|Person|
114|531|Micheal|A|Blanco|1962-02-21|M||Mr.|micheal11@adventure-works.com|70000.0|Bachelors|Professional|596 Marfargoa Drive||1 (11) 500 555-0131|2003-08-05|Person|
115|679|Leslie|C|Moreno|1962-05-28|S||Mrs.|leslie7@adventure-works.com|70000.0|Partial College|Skilled Manual|7941 Cristobal||1 (11) 500 555-0115|2003-09-19|Person|
116|554|Alvin|D|Cai|1962-02-12|M||Mr.|alvin20@adventure-works.com|70000.0|Partial College|Skilled Manual|7759 Azalea Avenue||1 (11) 500 555-0191|2003-08-14|Person|
117|558|Clinton|E|Carlson|1962-10-07|M||Mr.|clinton14@adventure-works.com|70000.0|Partial College|Skilled Manual|7943 Cunha Ct.||1 (11) 500 555-0184|2003-09-16|Person|
118|509|April||Deng|1961-02-21|M||Mrs.|april1@adventure-works.com|70000.0|Partial College|Skilled Manual|485 Ash Lane||1 (11) 500 555-0182|2001-11-06|Person|
119|648|Alvin|M|Zeng|1957-07-03|S||Mr.|alvin21@adventure-works.com|80000.0|Partial College|Skilled Manual|3853 Wildcat Circle|Unit 13c12|1 (11) 500 555-0174|2004-01-11|Person|
120|534|Evan|V|James|1935-04-10|S||Mr.|evan8@adventure-works.com|30000.0|Partial College|Clerical|4157 Sierra Ridge||1 (11) 500 555-0187|2003-08-07|Person|
121|558|Beth|H|Jiménez|1936-08-09|S||Ms.|beth8@adventure-works.com|40000.0|Bachelors|Management|7401 Las Palmas||1 (11) 500 555-0164|2001-11-14|Person|
122|518|Orlando||Suarez|1960-11-18|M||Mr.|orlando19@adventure-works.com|70000.0|Partial College|Skilled Manual|7743 Hames Dr||1 (11) 500 555-0198|2003-12-26|Person|
123|669|Byron||Vazquez|1960-04-02|M||Mr.|byron9@adventure-works.com|70000.0|Partial College|Skilled Manual|3187 Hackamore Lane||1 (11) 500 555-0136|2003-08-25|Person|
124|699|Philip|A|Alvarez|1960-06-20|M||Mr.|philip4@adventure-works.com|70000.0|Partial College|Skilled Manual|2775 Mt. Olivet Pl.||1 (11) 500 555-0191|2003-10-19|Person|
125|568|Ross|F|Jordan|1957-07-27|S||Mr.|ross1@adventure-works.com|80000.0|Partial College|Skilled Manual|6973 Dublin Court||1 (11) 500 555-0126|2001-11-05|Person|
126|692|Dana|J|Navarro|1956-04-08|S||Mrs.|dana2@adventure-works.com|70000.0|Partial College|Skilled Manual|8481 Zartop Street||1 (11) 500 555-0172|2003-08-04|Person|
127|519|Shaun||Carson|1949-04-07|M||Mr.|shaun16@adventure-works.com|10000.0|High School|Skilled Manual|57 Wolf Way||1 (11) 500 555-0155|2001-11-28|Person|
128|690|Jan||Edwards|1975-10-21|M||Mrs.|jan11@adventure-works.com|40000.0|High School|Skilled Manual|9409 The Alameda||111-555-0118|2003-10-12|Person|
129|678|Samantha||Long|1975-12-05|M||Ms.|samantha35@adventure-works.com|40000.0|High School|Skilled Manual|1606 Alderwood Lane||175-555-0139|2003-12-21|Person|
130|694|Julia|M|Wright|1975-08-05|S||Ms.|julia17@adventure-works.com|40000.0|High School|Skilled Manual|7397 Central Blvd.||456-555-0174|2002-02-06|Person|
131|500|Caroline|L|Russell|1980-01-06|M||Mrs.|caroline21@adventure-works.com|30000.0|High School|Skilled Manual|3884 Bates Court||424-555-0137|2004-06-11|Person|
132|490|Amanda||Rivera|1980-03-12|M||Mrs.|amanda7@adventure-works.com|30000.0|High School|Skilled Manual|9573 Royal Oak Rd.||918-555-0126|2004-04-20|Person|
133|647|Melissa|E|Richardson|1980-10-26|S||Mrs.|melissa31@adventure-works.com|30000.0|High School|Skilled Manual|6832 Fruitwood Dr||928-555-0118|2003-10-11|Person|
134|644|Angela||Griffin|1980-09-08|S||Mrs.|angela23@adventure-works.com|30000.0|Partial High School|Clerical|3828 Baltic Sea Ct||598-555-0174|2004-07-02|Person|
135|531|Larry|D|Townsend|1946-02-26|S||Mr.|larry14@adventure-works.com|10000.0|High School|Skilled Manual|7034 Carson||1 (11) 500 555-0130|2001-11-03|Person|
136|445|Marcus|L|Harris|1979-11-03|S||Mr.|marcus14@adventure-works.com|30000.0|Partial High School|Clerical|9068 Quiet Place Drive||442-555-0119|2003-10-20|Person|
137|511|Brianna|D|Morgan|1978-10-26|S||Mrs.|brianna30@adventure-works.com|40000.0|High School|Skilled Manual|9005 Eagle Ct.||954-555-0117|2003-07-07|Person|
138|551|Jasmine|A|Taylor|1978-07-20|M||Mrs.|jasmine7@adventure-works.com|40000.0|High School|Skilled Manual|2457 Matterhorn Court||557-555-0146|2004-02-01|Person|
139|633|Lauren||Davis|1978-09-15|M||Mrs.|lauren23@adventure-works.com|40000.0|High School|Skilled Manual|8105 Pembrook Court||832-555-0121|2004-03-22|Person|
140|613|Tanya||Moreno|1938-11-09|S||Ms.|tanya2@adventure-works.com|30000.0|Partial College|Clerical|6155 Wilbur Drive||1 (11) 500 555-0185|2004-03-17|Person|
141|443|Javier|L|Alvarez|1977-02-11|S||Sr.|javier1@adventure-works.com|30000.0|Partial High School|Clerical|8935 Etcheverry Dr.||763-555-0134|2003-09-20|Person|
142|472|Nicole||Ramirez|1977-06-21|M||Ms.|nicole42@adventure-works.com|40000.0|High School|Skilled Manual|1101 C Street||152-555-0162|2003-11-17|Person|
143|647|Eduardo||Patterson|1977-08-14|S||Mr.|eduardo55@adventure-works.com|40000.0|High School|Skilled Manual|6255 Macalvey Dr.||190-555-0184|2003-08-17|Person|
144|645|Jonathan|M|Henderson|1977-02-04|M||Mr.|jonathan4@adventure-works.com|40000.0|High School|Skilled Manual|165 East Lane Road||149-555-0113|2003-12-17|Person|
145|577|Edward||Hernandez|1979-09-09|S||Mr.|edward48@adventure-works.com|40000.0|High School|Skilled Manual|7607 Pine Hollow Road||178-555-0196|2003-07-29|Person|
146|580|Jasmine|L|Coleman|1979-12-08|S||Mrs.|jasmine46@adventure-works.com|40000.0|High School|Skilled Manual|1961 Oak Grove Road||857-555-0115|2003-07-29|Person|
147|509|Karla|L|Goel|1939-08-26|S||Mrs.|karla20@adventure-works.com|40000.0|Bachelors|Management|3272 Corrie Lane||1 (11) 500 555-0137|2003-08-09|Person|
148|568|Ernest|L|Wu|1939-02-05|M||Sr.|ernest6@adventure-works.com|60000.0|Graduate Degree|Management|1832 RiverRock Dr||1 (11) 500 555-0139|2001-11-13|Person|
149|478|Ross||Vazquez|1941-08-16|M||Mr.|ross32@adventure-works.com|40000.0|Bachelors|Management|1201 Paso Del Rio Way||1 (11) 500 555-0163|2003-09-08|Person|
150|492|Theodore||Gill|1941-04-20|M||Sr.|theodore14@adventure-works.com|40000.0|Bachelors|Management|9120 Pinewood Court||1 (11) 500 555-0194|2003-12-06|Person|
151|699|Russell|M|Shen|1941-03-15|S||Sr.|russell6@adventure-works.com|40000.0|Bachelors|Management|4755 Easley Drive||1 (11) 500 555-0191|2003-09-28|Person|
152|558|Melinda|G|Gill|1942-02-25|S||Mrs.|melinda9@adventure-works.com|60000.0|Graduate Degree|Management|805 Rainier Dr.||1 (11) 500 555-0117|2001-11-15|Person|
